concepticon	concepticon_ID	concepticon_proposed	NEL_concept	NEL_ID	lgc	lgcSD	inf	ranking_value	position_in_ranking	WOLD	ABVD	ASJP40	ASJP100	Holman ranking value	Holman	Rama & Borin score	Rama & Borin rank	Swadesh100	Swadesh200	IELex	Dyen 1975 P	Dyen 1975 rank	Pagel mean rate	Petroni & Serva	Peust ranking	Tadmor score	Tadmor rank	Tadmor representation score	WOLD borrowed score	WOLD age score	WOLD simplicity score	representation	Tadmor score (replica)
STEAM										1-831																			0.2251585624	0.8315010571	0.8794926004	45	0.5666407894
FIREFLY										3-91																			0.0972222222	0.7861111111	0.7986111111	36	0.5667612419
										7-15																			0.2347161572	0.803930131	0.9213973799	42	0.5668756775
CARVE										9-81																			0.2655935614	0.8607645875	0.8973843058	48	0.5672824359
PENIS										4-492																			0.2909930716	0.843187067	0.9491916859	75	0.5674509681
HATE										16-41																			0.1098265896	0.8219653179	0.7774566474	44	0.5688585529
SCOLD										18-39																			0.1666666667	0.839047619	0.8142857143	56	0.5693537415
SWELLING										4-853																			0.1173469388	0.837755102	0.7704081633	50	0.5696760863
SHIT										4-66																			0.1495327103	0.853271028	0.785046729	54	0.5696920026
SON-IN-LAW (OF MAN)										2-63																			0.2040867182	0.8454522801	0.8473710441	43	0.570201652
TRAP. CATCH										20-65																			0.0574712644	0.8028256705	0.7545498084	46	0.5709574757
RAM										3-26																			0.1913319239	0.8559196617	0.8255813953	34	0.5714302132
										15-62																			0.130988024	0.8134730539	0.8083832335	37	0.571460518
BLISTER										4-855																			0.0963855422	0.8024096386	0.7891566265	42	0.572192967
PARENTS-IN-LAW										2-622																			0.1109693878	0.8908163265	0.7225765306	30	0.5722538655
TIRED										4-91																			0.196942446	0.8241007194	0.8651079137	48	0.5725286837
SOME										13-181									146	152	1.59	188	2.57						0.0989010989	0.7659340659	0.8296703297	49	0.5726238138
SNORE										4-612																			0.115	0.82	0.79	50	0.573303
ARMPIT										4-312																			0.1467391304	0.7782608696	0.8641304348	46	0.5738340645
MOULD										9-72																			0.1560693642	0.8358381503	0.813583815	34	0.5738934167
THRESH										8-34																			0.1736111111	0.8407407407	0.8263888889	40	0.574157486
LUNG										4-441																			0.2619047619	0.8547619048	0.9107142857	42	0.5745657191
SNIFF										15-212																			0.1146067416	0.8408988764	0.7719101124	45	0.5747072998
GRANDSON										2-48																			0.0951248514	0.8483947681	0.7488109394	45	0.5748556749
EARLY										14-16																			0.175	0.8025	0.86875	45	0.5751667969
SHARE										11-91																			0.1284634761	0.8100755668	0.814861461	43	0.5753007015
LOOM										6-34																			0.1648648649	0.8475675676	0.8135135135	32	0.575832081
MOW										8-32																			0.1568181818	0.8036363636	0.85	39	0.5759698347
BAT										3-591																			0.222826087	0.8217391304	0.902173913	46	0.5761591292
YOUNGER SIBLING										2-4562																			0.1706451252	0.8644063059	0.8062947227	26	0.578032351
DRAW (WATER)										9-9																			0.0281690141	0.7901408451	0.7535211268	36	0.578616332
STINGRAY										3-664																			0.2386363636	0.8363636364	0.9090909091	22	0.5788880541
EXTINGUISH										1-861																			0.1475853455	0.8883430475	0.7647793505	45	0.5791189395
ROUGH										15-76																			0.1494661922	0.8213523132	0.8291814947	50	0.5792561678
SHELL										3-655																			0.209375	0.7925	0.925	44	0.5795775391
BORROW										11-62																			0.1096302666	0.8487532244	0.7678417885	48	0.5802612508
HERON										3-583																			0.2039473684	0.7973684211	0.9144736842	38	0.5804596379
TOP										12-33																			0.2555098991	0.8436682854	0.924355622	54	0.5805902498
TESTICLES										4-49																			0.2128514056	0.8534136546	0.8654618474	67	0.5813855574
MILLET										8-911																			0.2943037975	0.8683544304	0.9493670886	42	0.5817668582
INSIDE										12-05	174																		0.0791139241	0.8050632911	0.7848101266	49	0.5818359197
STINKING										15-26																			0.0179282869	0.8243027888	0.719123506	44	0.5821480621
HEN										3-54																			0.1283618582	0.8902200489	0.7506112469	41	0.5824366088
LOUD										15-45																			0.0473684211	0.8061052632	0.76	46	0.5836202105
SHIELD										20-34																			0.224137931	0.8155172414	0.9224137931	31	0.5836378593
MALE (OF PERSON)										2-23	54																		0.189476168	0.8678621992	0.8298725814	44	0.5837514569
ROAST (SOMETHING)										5-23																			0.2791970803	0.8603406326	0.9416058394	77	0.5839237164
COOKED										5-121																			0.0636792453	0.8372641509	0.7452830189	46	0.5842629843
MUMBLE										18-16																			0.0945945946	0.7716216216	0.8378378378	40	0.585338973
LEND										11-61																			0.0753424658	0.8374429224	0.7568493151	46	0.5860646835
MOLAR TOOTH										4-272																			0.0949367089	0.8253164557	0.7848101266	42	0.5862246191
TREE STUMP										8-72																			0.1185510428	0.8083424808	0.8243688255	41	0.5873732055
STAB										9-223	71								150	156	1.67	186	7.84						0.097133758	0.7818471338	0.8328025478	58	0.5878781363
SHALLOW										12-68																			0.0967741935	0.798156682	0.8156682028	40	0.5880280238
BORE										9-46																			0.1463414634	0.8292682927	0.8323170732	45	0.5892072083
BESIDE										12-02																			0.0708502024	0.8093117409	0.7844129555	46	0.5898564536
GO OUT										10-474																			0.0277136259	0.7907621247	0.7678983834	41	0.5903965519
LOSE										11-33																			0.0371900826	0.8157024793	0.7520661157	44	0.5906474855
CALF OF LEG										4-352																			0.0723684211	0.7947368421	0.8026315789	39	0.5917184539
WE INCLUSIVE										2-941																			0	0.769273743	0.7695530726	39	0.5919969726
UNTIE										9-161																			0.0824524313	0.8279069767	0.7801268499	44	0.592618707
FIN										3-652																			0.067839196	0.7432160804	0.8567839196	36	0.5935772427
STRETCH										9-32																			0.0852272727	0.8522727273	0.7613636364	48	0.5935863836
SNAIL										3-94																			0.2090443686	0.8464163823	0.8873720137	52	0.5940758671
TWIST										10-17																			0.1578947368	0.7989473684	0.8831578947	48	0.5941866744
										8-993																			0.1340304183	0.8003802281	0.8574144487	23	0.5942781826
HICCOUGH										4-521																			0.1265060241	0.786746988	0.8674698795	42	0.5961415702
CENTIPEDE										3-814																			0.141025641	0.8333333333	0.8333333333	39	0.5965099715
FAN ACTION										9-791																			0.1333333333	0.8613333333	0.8	38	0.5971911111
YOUNGER BROTHER										2-445																			0.0308275019	0.8433402405	0.7309599837	40	0.5974444175
SQUEEZE										9-343	88								149	155	1.56	190	7.83						0.1817343173	0.8350553506	0.8745387454	57	0.5975698205
LAME										4-94																			0.1785714286	0.8298701299	0.8766233766	43	0.5975757777
VOMIT										4-57	35								177	183	22.52	34	5.02						0.2210031348	0.8526645768	0.9012539185	57	0.5986336107
SORE										4-85																			0.1522491349	0.8076124567	0.875432526	52	0.5993685197
BAIT										20-56																			0.1534883721	0.8018604651	0.8837209302	37	0.5998558114
DOVE										3-594																			0.2628205128	0.8641025641	0.9423076923	39	0.6002487609
STRAIGHT										12-73									155	161	5.38	105	4.08	0.16534					0.1316326531	0.7951020408	0.8714285714	45	0.6016697091
LATE										14-17																			0.1308962264	0.8306603774	0.8337264151	45	0.601892168
FIELD										8-12																			0.1906028369	0.8425531915	0.8829787234	53	0.6021563141
SPLIT										9-27	80								148	154	2.04	176	5.58						0.1380897583	0.8454929037	0.8264288454	53	0.6022509246
MUTE										4-96																			0.11875	0.81625	0.8375	42	0.6024307617
										7-22																			0.226744186	0.8686046512	0.8975290698	59	0.6028286277
TUMPLINE										9-92																			0.125	0.7875	0.875	9	0.6029296875
SPREAD OUT										9-34																			0.1044776119	0.8313432836	0.8109452736	54	0.6037378268
SPINDLE										6-32																			0.1	0.7914285714	0.85	35	0.6054428571
BEE										3-82																			0.1398305085	0.8050847458	0.875	63	0.6059456693
SPLEEN										4-452																			0.1973684211	0.7973684211	0.9473684211	38	0.6063092288
SALTY										15-36																			0.0590277778	0.8361111111	0.7708333333	40	0.6064587754
LIZARD										3-96																			0.2326732673	0.8069306931	0.9801980198	51	0.6069185122
DEAD										4-7501	75																		0.1040723982	0.8669683258	0.7828054299	47	0.6080369573
FOLLOW										10-52																			0.0715767635	0.8095435685	0.8091286307	48	0.6081403182
VALLEY										1-24																			0.183908046	0.8367816092	0.8908045977	46	0.6083222096
CARRY ON SHOULDER										10-613																			0.0981225045	0.8276612013	0.8153512871	34	0.6086181621
GILL										3-654																			0.1949152542	0.8118644068	0.9322033898	30	0.6093064529
SCALE										3-653																			0.2083333333	0.8597222222	0.8958333333	38	0.6097161941
FEMALE (OF PERSON)										2-24	55																		0.1575978766	0.8553417386	0.8473788985	44	0.6105718293
CUT DOWN										9-221																			0.0668316832	0.8198019802	0.7995049505	40	0.6116318678
BOIL (OF SKIN)										4-856																			0.1305555556	0.8022222222	0.8777777778	46	0.6122391632
RIB										4-162																			0.1123595506	0.8595505618	0.8033707865	45	0.6129492928
OLDER SIBLING										2-4561																			0.0640450256	0.853497004	0.7678367822	31	0.6133747166
PINCH										15-712																			0.1306818182	0.8170454545	0.8636363636	48	0.6134171323
SIEVE										5-47																			0.1693002257	0.8503708481	0.8693969687	55	0.6141445152
STRAIN										5-47																			0.1693002257	0.8503708481	0.8693969687	55	0.6141445152
SHAME										16-45																			0.1166666667	0.8244444444	0.8444444444	45	0.6149744856
GUTS										4-461	16								64	67	4.36	120	6.89						0.165	0.852	0.865	53	0.6153783
ACORN										8-66																			0.1714285714	0.8971428571	0.8285714286	18	0.615916035
FEEL										15-72																			0.1211419753	0.8132716049	0.8631687243	44	0.6169500841
FOLD										9-15																			0.0962264151	0.798490566	0.8556603774	51	0.617491317
FLOAT										10-34									52	53	4.13	127	4.04	0.16028					0.0504484305	0.8049327354	0.8082959641	43	0.6178009278
LAND										1-21																			0.268285124	0.8999173554	0.9392561983	50	0.6184841605
OUTSIDE										12-06																			0.0507968127	0.8099601594	0.8047808765	44	0.6187290299
HIGH										12-31																			0.124452783	0.8417761101	0.8398999375	43	0.6190186261
BURY										4-78																			0.1179775281	0.8449438202	0.8314606742	47	0.6196539139
BUNCH										5-712																			0.140167364	0.7958158996	0.9058577406	42	0.6198499017
SIDE										12-36																			0.1395563771	0.7859519409	0.9168207024	53	0.6200158935
SINK. DESCEND										10-33																			0.1003717472	0.863197026	0.7992565056	53	0.6206677805
GRANDCHILD										2-5																			0.1283783784	0.8317567568	0.8564189189	38	0.6208841668
MIX										5-49																			0.1264204545	0.8264204545	0.8607954545	61	0.621446118
STIR										5-49																			0.1264204545	0.8264204545	0.8607954545	61	0.621446118
DAUGHTER-IN-LAW (OF MAN)										2-64																			0.0939818631	0.8543281121	0.8042044518	42	0.6224838118
RAT										3-63	102														9				0.1771653543	0.8157480315	0.9291338583	64	0.6236585639
SNEEZE										4-54																			0.1152912621	0.8082524272	0.8725728155	42	0.6239488847
LOW										12-32																			0.1049311927	0.8185779817	0.8520642202	44	0.6242934954
										10-21																			0.0111234705	0.8327771598	0.758991472	62	0.6250399419
MORTAR CRUSHER										5-58																			0.1820987654	0.8432098765	0.9074074074	43	0.6258047695
OLDER BROTHER										2-444																			0.0628418214	0.8499337304	0.7863378072	44	0.6263356355
NETTLE										8-97																			0.15	0.8366666667	0.8833333333	30	0.6281972222
FURROW										8-212																			0.1894736842	0.8715789474	0.8894736842	34	0.6283577198
AFTER										12-01																			0.0767590618	0.8304904051	0.8208955224	46	0.6294156827
FEW										13-17									47	47	5.41	104	4.45						0.0880626223	0.7992172211	0.8649706458	47	0.6304217948
SPIT										4-56	36								147	153	2.22	172	2.04	0.17036	7				0.0555555556	0.8444444444	0.7944444444	46	0.6335939643
KNEAD										5-54																			0.1515732924	0.847275518	0.8820030698	48	0.6340289459
PLAIT										9-75																			0.082552432	0.8179384203	0.8449352967	50	0.63405264
WHEN										17-65	170								185	191	2.86	155	1.08	0.20011					0.0473684211	0.8157894737	0.8210526316	48	0.6380784371
DRIP (1)										10-24																			0.0581395349	0.838372093	0.8081395349	46	0.6381308407
IF										17-53	193								80	83	4.36	119	4.32						0.162295082	0.8101639344	0.9409836066	52	0.638625166
DEEP										12-67																			0.1483312732	0.8331273177	0.9027606098	46	0.6405524202
NIT										3-812																			0.0479452055	0.8342465753	0.8082191781	37	0.641926831
MANY										13-15			10	14.2	91	390.966	66	52	95	99	2.55	165	5.6		12				0.1442307692	0.8051282051	0.9326923077	59	0.6426286793
HAWK										3-585																			0.1597938144	0.8154639175	0.9381443299	50	0.6427769311
DAUGHTER-IN-LAW (OF WOMAN)										2-641																			0.1082342954	0.8764855688	0.8238539898	41	0.6439405667
